id,gesture,vectors
1,fingerscrossed,{"[-0.8659947,-0.21509425,0.45142847]","[-0.5768896,-0.7927778,-0.19672768]","[-0.15772577,-0.97613454,-0.1492781]","[0.27884534,-0.9587179,0.05572542]","[0.5474739,-0.78663033,0.28545588]","[-0.80569,-0.5153521,0.29202038]","[0.07835182,-0.7637644,-0.6407222]","[-0.010673394,-0.85105574,0.52496684]","[0.4618671,-0.7600154,-0.45722568]","[0.74712914,-0.34238967,0.5697081]","[0.46702608,-0.76892066,-0.43663216]","[0.12800041,-0.8739844,-0.46879327]","[0.09669183,-0.94339544,0.3172628]","[0.9836552,-0.09387863,0.1536529]","[-0.18653212,-0.58280855,0.79091084]","[0.85956734,-0.15795305,0.48599878]","[-0.43448505,-0.3226281,0.8409125]","[0.3112422,0.11654623,0.9431571]","[0.030964367,0.36001772,0.93243146]","[-0.34199524,-0.8618915,0.3744092]","[0.8999845,0.089037456,0.42673215]","[-0.4886434,-0.30858657,0.81608945]","[0.4512001,0.5891757,0.6702913]","[-0.5571355,-0.07305702,0.8272017]","[0.40756837,0.75288117,0.5167765]","[0.48165286,0.79225296,0.37462756]","[-0.59109974,-0.38037282,0.71127886]","[0.75573474,0.24400967,0.60772055]","[-0.41083413,0.21882497,0.88505983]","[0.5363681,0.43349198,0.72415054]","[-0.17323227,0.507615,0.84398913]","[0.5534825,0.39164767,0.7350301]","[0.5999407,0.314797,0.73550934]","[-0.56026936,-0.15770772,0.81315833]","[-0.34827143,0.18767016,0.9184154]","[-0.014295658,0.39655516,0.9178996]"}
2,fingerscrossed,{"[-0.9128326,-0.40424195,0.05766364]","[-0.36520573,-0.44939336,-0.81527317]","[0.014590143,-0.47226834,-0.88133407]","[0.40258396,-0.45138064,-0.79635525]","[0.6523442,-0.38617066,-0.652165]","[-0.035969563,-0.84436387,-0.5345614]","[0.053409513,-0.3018099,-0.9518709]","[0.8490058,-0.4448444,-0.28513607]","[0.24771295,-0.34919095,-0.90371674]","[0.91638696,-0.23008943,-0.32755727]","[0.10018232,-0.3833579,-0.9181504]","[-0.10858921,-0.47191507,-0.87493116]","[0.47920924,-0.72477067,-0.49504137]","[0.99870163,0.0058859163,-0.05060065]","[0.6234151,-0.7532412,-0.20971723]","[0.97889113,-0.16139247,0.12539761]","[0.6661171,-0.74581206,0.0072366777]","[0.45743254,-0.51220715,0.72691077]","[-0.5538033,-0.57318807,0.6039514]","[0.012484114,-0.9018468,-0.4318755]","[0.9747703,0.054111697,0.216552]","[-0.08383751,-0.9958207,0.03622727]","[0.85134906,0.17765084,0.493604]","[-0.017369013,-0.9995327,-0.02515308]","[0.42265317,0.4838354,0.7663339]","[0.17473906,0.6002678,0.7804773]","[0.08424934,-0.9949818,-0.053973805]","[0.94633347,0.11494533,0.3020605]","[-0.45588267,0.15153357,0.8770454]","[0.36618865,0.47553462,0.7998579]","[-0.4759201,0.34651846,0.8083471]","[0.31284183,0.38605446,0.8678087]","[0.47800833,0.23478957,0.84639347]","[-0.605298,-0.6420072,0.47057536]","[-0.44375005,0.07844064,0.89271104]","[-0.17060369,0.20947307,0.9628164]"}
3,fingerscrossed,{"[-0.9437803,-0.26935613,0.19164035]","[-0.5131769,-0.44585148,-0.73339343]","[-0.22075716,-0.5028606,-0.8357018]","[0.09344715,-0.5363981,-0.8387757]","[0.38280636,-0.503193,-0.7747619]","[-0.79053456,-0.4807361,-0.37940466]","[-0.09572357,-0.36524743,-0.92597586]","[0.157754,-0.8702404,-0.4666855]","[0.33081225,-0.44337058,-0.83305806]","[0.85428405,-0.39092228,-0.3426055]","[0.571976,-0.36885032,-0.7326615]","[0.663978,-0.38407123,-0.64157814]","[0.46466255,-0.8327891,-0.30091694]","[0.9821485,-0.08603125,-0.16728084]","[0.7973763,-0.26787144,0.5407735]","[0.78601396,-0.5654769,-0.24983585]","[0.7456574,-0.14007239,0.65144056]","[-0.6137633,-0.7847398,-0.08647586]","[-0.78983307,-0.6028362,-0.1129256]","[-0.19036911,-0.954461,-0.22970374]","[0.9853365,0.007967937,0.1704364]","[-0.32940242,-0.7180056,0.6131574]","[0.7993171,0.20154054,0.5661038]","[-0.30277488,-0.67324287,0.6745898]","[0.52885944,0.49084893,0.6923691]","[0.4210954,0.6000624,0.68014985]","[-0.27947554,-0.91453284,0.2924434]","[0.96177596,0.12876737,0.24167332]","[-0.15270753,0.16589424,0.9742482]","[0.5930418,0.48838517,0.64014167]","[-0.062873065,0.37556407,0.92466134]","[0.49699652,0.4778851,0.72430676]","[0.5126482,0.3492414,0.784361]","[-0.5212882,-0.43580925,0.73370904]","[-0.20479578,0.1527953,0.9668052]","[0.03452744,0.2336111,0.9717169]"}
4,fingerscrossed,{"[-0.7502755,-0.40444058,0.5229861]","[-0.36066058,-0.7753242,-0.5184557]","[-0.08466806,-0.82717687,-0.55552655]","[0.26713833,-0.86067677,-0.43344274]","[0.5459331,-0.81120324,-0.2095383]","[-0.6329277,-0.7329844,-0.24927156]","[0.10898328,-0.52217555,-0.84584594]","[-0.63914394,-0.7254521,-0.25537083]","[0.50649273,-0.637211,-0.5808849]","[-0.81618613,-0.5237696,-0.24393769]","[0.74801505,-0.6148958,-0.24975306]","[0.87194455,-0.48959458,0.0031365582]","[0.41054398,-0.80717826,0.4241661]","[0.9892718,0.12476578,0.07599176]","[0.2532795,-0.5675625,0.7834043]","[0.8171052,-0.2942575,0.4957335]","[0.251985,-0.5476063,0.79789156]","[0.18936877,-0.33010295,0.92475486]","[-0.26836708,-0.35817295,0.89425457]","[0.0833337,-0.8650137,0.4947795]","[0.8602035,0.19332205,0.4718861]","[-0.06744971,-0.49043453,0.86886394]","[0.3674197,0.3070067,0.8779235]","[-0.16287494,-0.56268245,0.81046915]","[0.1419474,0.5848754,0.7986061]","[0.0638196,0.749255,0.6591995]","[-0.045399666,-0.48186454,0.8750688]","[0.7738332,0.13394041,0.6190655]","[-0.2282213,0.20674407,0.9514052]","[0.43482906,0.7385142,0.5152868]","[-0.37219375,0.47351885,0.7982805]","[0.50760233,0.8432437,0.17686124]","[0.7285305,0.6696939,0.1440602]","[-0.17559232,-0.20774676,0.96229345]","[-0.32895887,0.19477713,0.92403895]","[-0.22485757,0.3306723,0.9165669]"}
5,fingerscrossed,{"[0.16016036,-0.70917994,0.68659484]","[0.204979,-0.9780996,0.03612241]","[0.16332753,-0.9235274,-0.3470176]","[-0.010032938,-0.7548129,-0.6558634]","[-0.21970728,-0.523782,-0.82303166]","[-0.20534347,-0.97754025,-0.047425233]","[0.16991866,-0.8543751,-0.49109146]","[-0.73378414,-0.570996,-0.36813638]","[-0.41111323,-0.64076644,-0.6483859]","[-0.83812475,-0.35614905,-0.41316426]","[-0.59453404,-0.52644205,-0.60777307]","[-0.6832968,-0.50410426,-0.5281897]","[-0.77208364,-0.5031622,-0.38821986]","[-0.096575595,0.08696124,-0.9915195]","[-0.9366304,-0.25584793,-0.23930158]","[-0.6226636,-0.011201481,-0.7824094]","[-0.9591949,-0.2407668,-0.14824459]","[-0.6985499,0.03390514,-0.7147576]","[-0.61075425,0.12566324,-0.78178513]","[-0.85994804,-0.44501734,-0.24989784]","[-0.4175578,0.25143546,-0.8731699]","[-0.9668301,-0.2476422,-0.06255309]","[-0.68746066,0.5949211,-0.41649336]","[-0.9676998,-0.25066835,-0.026877755]","[0.0021243617,0.9740247,-0.2264318]","[0.5499418,0.83104604,-0.08322557]","[-0.9860652,-0.08404446,-0.1435687]","[-0.5832071,0.29977968,-0.75498456]","[0.21788552,0.87676805,0.42872328]","[-0.13675626,0.637882,-0.75789464]","[0.93914145,0.26067424,0.2237459]","[-0.120674856,0.5091224,-0.85219246]","[-0.21027854,0.4169341,-0.8842787]","[-0.9912024,0.028164562,-0.1293234]","[0.33545598,0.87488097,0.34936026]","[0.96622676,0.19537821,0.16802736]"}
6,fingerscrossed,{"[0.63244873,-0.7236298,0.27634856]","[0.34542298,-0.7707523,-0.5353726]","[-0.020540493,-0.6536561,-0.7565129]","[-0.35451135,-0.4580183,-0.81519383]","[-0.54882145,-0.2733054,-0.7899995]","[-0.08350403,-0.8807271,-0.46620476]","[0.079079784,-0.5604729,-0.82438856]","[-0.81422997,-0.38360044,-0.43575248]","[-0.34451258,-0.45248267,-0.8225391]","[-0.88424426,-0.09189567,-0.45789438]","[-0.3376882,-0.4323413,-0.8360907]","[-0.30220768,-0.5085863,-0.80623233]","[-0.6373472,-0.5151412,-0.57307774]","[-0.79050744,0.14987673,-0.5938307]","[-0.8179483,-0.34213728,-0.46249616]","[-0.1802867,-0.2885275,-0.9403449]","[-0.95491755,-0.15689355,-0.25202566]","[0.021367172,-0.5310638,-0.84706235]","[0.34521312,-0.7271218,-0.5933986]","[-0.22823326,-0.7445681,-0.627318]","[-0.8606197,0.24138047,-0.44840738]","[-0.7995515,-0.50087106,-0.33142957]","[-0.9497508,0.28214207,-0.13553336]","[-0.9609402,-0.27235582,-0.04915606]","[-0.55729634,0.7604815,0.33329976]","[0.046765115,0.83290833,0.55143154]","[-0.69433296,-0.5565979,-0.45618042]","[-0.8490398,0.31155017,-0.42669415]","[0.07483325,0.5210737,0.8502248]","[-0.6164669,0.77771837,-0.122974396]","[0.45624742,0.4291682,0.779521]","[-0.4763542,0.8777962,-0.050602406]","[-0.5437847,0.8355101,-0.078873985]","[-0.6958359,-0.6081374,-0.38207495]","[0.38530788,0.30969858,0.86926675]","[0.5223022,0.26929078,0.80912477]"}
7,fingerscrossed,{"[0.74335706,-0.33294436,-0.5801451]","[0.22246245,-0.72483695,-0.6520137]","[-0.035258975,-0.78657657,-0.61648524]","[-0.28392518,-0.7924454,-0.53983027]","[-0.49522826,-0.72304475,-0.48161736]","[0.5357657,-0.5467457,-0.64344716]","[-0.16227493,-0.8166443,-0.5538582]","[0.55216473,-0.5908904,-0.5881859]","[-0.589512,-0.7898049,-0.1693633]","[0.7893055,-0.052755855,-0.61173]","[-0.8365541,-0.52264655,0.16437095]","[-0.8669837,-0.3769572,0.32594872]","[-0.42883676,-0.9025186,-0.0394867]","[-0.96156347,-0.06111472,0.26769522]","[-0.70493305,-0.46351352,0.5368656]","[-0.423923,-0.5435751,0.7244414]","[-0.7666531,-0.09408701,0.6351304]","[0.02360418,-0.665405,0.74610925]","[0.20272055,-0.6637326,0.71997464]","[0.036215514,-0.9708533,0.23692256]","[-0.85307354,0.23438542,0.46618557]","[0.083842486,-0.7156735,0.69338435]","[-0.51974946,0.63869345,0.5673898]","[-0.15010391,-0.4308352,0.88985944]","[-0.26566052,0.85100067,0.4530147]","[-0.13991642,0.91189766,0.38583162]","[0.097906284,-0.73637176,0.66945577]","[-0.7883593,0.48679298,0.37619448]","[0.24307905,0.360264,0.9006233]","[-0.3010506,0.71601826,0.6298305]","[0.13426395,0.60692525,0.78333575]","[-0.23852624,0.5986663,0.7646593]","[-0.20099333,0.47349945,0.8575546]","[0.2561107,-0.24463563,0.93517953]","[0.20383468,0.25986695,0.9438859]","[0.14544536,0.38044298,0.91329557]"}
8,fingerscrossed,{"[0.6555957,-0.427465,0.6224692]","[0.6487332,-0.70573413,-0.28475353]","[0.14439276,-0.7528623,-0.6421442]","[-0.3400023,-0.5845134,-0.7367106]","[-0.57729733,-0.39240253,-0.7160643]","[0.51298404,-0.8571801,-0.045712303]","[0.21039787,-0.46913636,-0.85769683]","[-0.7418594,-0.61517274,-0.26684663]","[-0.24267238,-0.45105562,-0.85887074]","[-0.92676735,-0.20704801,-0.3134221]","[-0.29784766,-0.33121213,-0.89531296]","[-0.19662128,-0.28388518,-0.9384824]","[-0.54246867,-0.76066095,-0.35654262]","[-0.8361275,-0.03191291,-0.547606]","[-0.9853381,-0.16632016,0.038032882]","[-0.27112848,-0.46669272,-0.8418356]","[-0.93264127,0.13063909,0.33632386]","[0.3091156,-0.7646765,-0.5654356]","[0.536667,-0.77889115,-0.32452607]","[0.2632967,-0.9193906,-0.2922254]","[-0.9109297,0.0784227,-0.40503952]","[-0.18946077,-0.85190785,0.4882188]","[-0.9598362,0.24062902,-0.14426441]","[-0.42182702,-0.35709763,0.8333926]","[-0.75825584,0.6144567,0.21792445]","[-0.5261979,0.7650521,0.37122908]","[0.04352324,-0.9966153,-0.06974054]","[-0.8994523,0.21096085,-0.38272837]","[0.056203116,0.3395037,0.9389241]","[-0.8830344,0.46824005,0.03164538]","[0.11682743,0.43622464,0.8922216]","[-0.8232323,0.4561071,0.33801615]","[-0.7786723,0.35341582,0.5184272]","[0.24208222,-0.8387269,0.4877842]","[0.13479726,0.23009194,0.96378803]","[0.122439384,0.28296545,0.9512829]"}
9,fingerscrossed,{"[-0.8556746,-0.44765306,0.25966832]","[-0.27842462,-0.5531124,-0.7852047]","[0.14205275,-0.57153606,-0.8081878]","[0.5218468,-0.530824,-0.66775876]","[0.75389636,-0.44341397,-0.4847931]","[-0.19906671,-0.9225201,-0.33064952]","[0.1562299,-0.3318949,-0.9302892]","[0.81453115,-0.56003517,-0.1513263]","[0.3701308,-0.404866,-0.83611405]","[0.9093408,-0.3582305,-0.21158983]","[0.29172447,-0.46419033,-0.8363158]","[0.105192766,-0.58968675,-0.80075216]","[0.481233,-0.86505437,-0.14175943]","[0.99994177,0.0022448816,0.010557829]","[0.52330273,-0.6937201,0.49488044]","[0.96449053,-0.20674856,-0.16435659]","[0.38419703,-0.7093905,0.5908957]","[0.49152777,-0.7896739,-0.36717236]","[-0.5163259,-0.74431425,-0.42356092]","[0.012982391,-0.96875024,-0.24769837]","[0.93751466,0.09279214,0.33534434]","[-0.3113507,-0.8158346,0.48731372]","[0.6316066,0.29720786,0.7160591]","[-0.3403294,-0.8062858,0.48381722]","[0.2927473,0.5220483,0.80110216]","[0.16834562,0.6320579,0.75641423]","[-0.19625303,-0.9112137,0.36218002]","[0.8486442,0.19900422,0.49010235]","[-0.44310585,0.12225927,0.8880934]","[0.31145415,0.48306048,0.8183208]","[-0.41943908,0.3360782,0.8432807]","[0.32459494,0.4296931,0.84261614]","[0.4722781,0.3216961,0.82064915]","[-0.54815096,-0.42671373,0.71933717]","[-0.40213287,0.08156477,0.911941]","[-0.09920808,0.23028864,0.9680521]"}
10,fingerscrossed,{"[-0.9324748,-0.3489987,0.09322357]","[-0.50373256,-0.43690416,-0.7452304]","[-0.14237319,-0.48015764,-0.865551]","[0.27566156,-0.4687183,-0.8392341]","[0.57591903,-0.38848522,-0.7193028]","[-0.27045703,-0.80662066,-0.52556264]","[-0.06437234,-0.3210741,-0.9448638]","[0.7592784,-0.5442899,-0.35671392]","[0.25666666,-0.35878396,-0.89743876]","[0.8933857,-0.2771959,-0.3535879]","[0.22597024,-0.3349135,-0.9147515]","[0.13807699,-0.37360132,-0.91725504]","[0.53939855,-0.6806095,-0.49580222]","[0.9911386,-0.011000155,-0.13237555]","[0.81082517,-0.5211346,-0.26642314]","[0.94453824,-0.2947428,-0.14482465]","[0.8981371,-0.41912368,-0.1329855]","[-0.58619505,-0.7737854,0.2400656]","[-0.8433079,-0.52728814,0.10391809]","[-0.029275587,-0.8740249,-0.48499832]","[0.9933347,0.050123986,0.103796534]","[-0.123502985,-0.99107504,-0.0501728]","[0.9122041,0.13342649,0.387403]","[0.075748555,-0.9764715,-0.20190486]","[0.5726101,0.44393608,0.6892303]","[0.3224114,0.5861544,0.7432859]","[0.23003574,-0.9686496,-0.093815915]","[0.98334265,0.11756117,0.13862377]","[-0.3108338,0.17933196,0.93339294]","[0.59042215,0.57374454,0.5676433]","[-0.40368602,0.42048144,0.8125472]","[0.5442066,0.57891184,0.60720694]","[0.6916135,0.39908907,0.6019956]","[-0.47024512,-0.7954118,0.38234738]","[-0.37278298,0.15029395,0.91566616]","[-0.07348629,0.30455965,0.9496542]"}
