id,gesture,vectors
1,uncategorized,{"[0.5639041,-0.08247232,-0.82171196]","[0.64538175,-0.7359921,-0.20444565]","[0.41052157,-0.89493304,-0.17483383]","[0.15741383,-0.9586745,-0.23698959]","[-0.14139694,-0.9375036,-0.31795275]","[0.75585204,-0.49852443,-0.42445388]","[0.40886664,-0.855696,0.3171946]","[-0.019430406,-0.8970374,-0.44152734]","[0.1615373,-0.9847412,0.06473331]","[-0.82543975,-0.5148912,-0.23137905]","[-0.0617679,0.265471,0.9621382]","[0.47673705,0.74153596,0.4720659]","[0.33659697,-0.2905964,-0.8956876]","[-0.93298674,-0.3273741,0.149539]","[-0.36857942,0.8107007,-0.45487756]","[-0.9658849,-0.1989235,0.16581841]","[-0.97299325,0.163749,-0.1626974]","[-0.7801177,0.2399697,0.5777811]","[-0.4976005,-0.047422998,0.866109]","[0.3077201,-0.2321505,-0.92272127]","[-0.9781752,-0.076306075,-0.19326296]","[-0.20192353,0.97905564,0.026018472]","[-0.8762264,0.13921791,-0.46135202]","[-0.40969947,-0.49161676,0.7684135]","[-0.9889095,0.11287277,0.09652873]","[-0.8228737,0.20466705,0.53008515]","[0.19364001,-0.08515264,-0.97737026]","[-0.9617892,0.028469203,-0.27230698]","[-0.050416943,0.88994324,0.453276]","[-0.84826624,0.18727025,0.49535263]","[-0.27989826,-0.16259865,0.94615996]","[-0.8371534,-0.25753862,0.48254335]","[-0.9411527,-0.13649286,0.30919468]","[0.40516388,-0.01369874,-0.9141414]","[0.063131794,0.84223723,0.5353979]","[-0.3311311,-0.054194644,0.94202715]"}
2,uncategorized,{"[-0.76678014,-0.39727816,-0.50420064]","[-0.3559135,-0.9061172,0.22864197]","[-0.14110795,-0.98506564,0.098662436]","[0.11595563,-0.97196144,-0.20456119]","[0.35899776,-0.79466534,-0.48951772]","[-0.6411374,-0.72563624,-0.24978964]","[0.046912763,-0.8191929,0.5715962]","[-0.023822833,-0.86454993,-0.501982]","[0.2723298,-0.96171886,0.030549757]","[0.7373998,-0.6429401,-0.20704961]","[0.84563327,0.44308048,-0.29763073]","[0.09549891,0.93423647,-0.34363085]","[-0.28900963,-0.23157133,-0.9288962]","[0.8534688,0.020972237,-0.5207218]","[0.026082253,0.7720289,-0.635052]","[0.73667765,-0.01570272,-0.67606175]","[0.59385,0.07694621,-0.8008879]","[0.9729695,0.20295262,0.11018475]","[0.58868086,0.011872771,0.8082784]","[-0.2683857,-0.22478803,-0.9367174]","[0.64569646,0.10041219,-0.7569633]","[-0.051900085,0.9962757,-0.068855524]","[0.64585656,0.062645756,-0.7608842]","[0.5145173,-0.13200592,0.84725815]","[0.9632771,0.008133072,0.26838604]","[0.6106045,0.026860258,0.79148006]","[-0.27571303,-0.24495615,-0.9295046]","[0.6318016,0.14637645,-0.76118374]","[-0.07437652,0.7346553,0.67435133]","[0.9115796,0.28891155,0.29249403]","[0.27072898,-0.04337286,0.961678]","[0.94520813,-0.0915729,0.31336248]","[0.99000525,0.12642018,-0.06251016]","[-0.54589635,-0.42694914,-0.72091025]","[-0.20241834,0.5976523,0.7757825]","[0.2716104,0.08964294,0.95822334]"}
3,uncategorized,{"[0.70791644,-0.38425672,-0.5926222]","[0.14234014,-0.61400884,-0.7763585]","[-0.049127627,-0.62109005,-0.78219795]","[-0.21880814,-0.5844126,-0.78139937]","[-0.3665306,-0.51510936,-0.77480173]","[0.4844191,-0.45440537,-0.7475653]","[-0.16013385,-0.63783216,-0.75334406]","[0.4275887,-0.5593115,-0.710168]","[-0.27986032,-0.7210834,-0.6338114]","[0.49826622,-0.3511469,-0.79273367]","[-0.40920743,-0.7455318,-0.52605283]","[-0.54538864,-0.7686581,-0.33423936]","[0.12063309,-0.76595646,-0.6314731]","[-0.99633574,-0.06061121,-0.060343668]","[0.092749916,-0.83982193,-0.53488]","[-0.9902394,-0.13929985,0.004637214]","[0.098057516,-0.8764921,-0.471324]","[-0.98073554,-0.1938284,0.024255386]","[-0.9821641,-0.18663904,-0.022793528]","[-0.04192508,-0.8080881,-0.58756775]","[-0.95583254,0.27859107,0.093654685]","[-0.09792829,-0.87736434,-0.46972528]","[-0.91789675,0.36618304,0.15289067]","[-0.11421243,-0.8420989,-0.527091]","[-0.887052,0.43400308,-0.15741694]","[-0.8216642,0.45980725,-0.33681637]","[-0.16346803,-0.7889607,-0.59229994]","[-0.8426058,0.5107891,0.17061625]","[-0.09328134,-0.71143407,-0.6965344]","[-0.7188585,0.69071496,0.07845586]","[-0.047512982,-0.70780236,-0.70481086]","[-0.6841576,0.7112212,0.1615324]","[-0.6907498,0.67898536,0.24868354]","[-0.39483532,-0.5832573,-0.7098704]","[-0.3635832,-0.5916669,-0.7195398]","[-0.3632789,-0.71604735,-0.59607434]"}
4,uncategorized,{"[-0.76416963,-0.31398007,-0.56343704]","[-0.33167964,-0.90741,-0.2580613]","[-0.06301176,-0.902536,-0.4259792]","[0.16527222,-0.77267337,-0.6129119]","[0.32958338,-0.5602477,-0.75993246]","[-0.60791636,-0.74427116,-0.276583]","[0.09894565,-0.99358064,0.05483843]","[-0.48822245,-0.78905314,-0.3728726]","[0.31549555,-0.92692775,-0.20314398]","[-0.67276734,-0.566382,-0.47602051]","[0.38862616,-0.837876,-0.383319]","[0.46630433,-0.76730937,-0.4402233]","[-0.113565125,-0.72045976,-0.684135]","[0.827134,-0.06495033,-0.558239]","[-0.10698364,-0.60358137,-0.79009116]","[0.8914757,-0.17690046,-0.41710597]","[-0.09568703,-0.6189796,-0.77955645]","[0.85832167,-0.25618502,-0.44458196]","[0.85077864,-0.3075298,-0.42614686]","[0.0006994276,-0.7939184,-0.60802394]","[0.70420355,0.22500175,-0.673403]","[-0.0218605,-0.63216484,-0.77452546]","[0.70046026,0.18798985,-0.68848765]","[-0.03286454,-0.6699145,-0.74171054]","[0.748228,0.21648972,-0.627126]","[0.78834665,0.20779,-0.57907933]","[0.18848722,-0.66240823,-0.72504336]","[0.5889344,0.4366661,-0.68005806]","[0.15457144,-0.5695675,-0.8072797]","[0.5865121,0.55812514,-0.5869411]","[0.1333855,-0.66607547,-0.73386085]","[0.6579508,0.6393558,-0.39790064]","[0.70731777,0.66680115,-0.2346866]","[0.3674726,-0.4018565,-0.8387343]","[0.38859376,-0.5280815,-0.75506616]","[0.40857238,-0.68326896,-0.60515463]"}
5,uncategorized,{"[-0.8165761,-0.49433273,0.2980581]","[-0.2640071,-0.8840388,-0.3857144]","[0.011837676,-0.8263801,-0.56298834]","[0.23743165,-0.69752014,-0.67608565]","[0.40317473,-0.54192936,-0.7374027]","[-0.55444413,-0.83218336,0.007909216]","[0.11520796,-0.78380716,-0.6102241]","[-0.5509984,-0.8343621,-0.015513808]","[0.11187006,-0.69253886,-0.7126535]","[-0.88476956,-0.39151257,-0.2527859]","[0.13559861,-0.64341503,-0.7534123]","[0.21204619,-0.6573932,-0.72309786]","[-0.2759602,-0.76463866,-0.5823862]","[0.76286536,-0.06838558,-0.6429306]","[-0.24999455,-0.79232043,-0.5565349]","[0.8296963,-0.23281191,-0.50734866]","[-0.24231495,-0.8237687,-0.5125316]","[0.8060423,-0.28566858,-0.51835245]","[0.7926148,-0.32361203,-0.51675624]","[-0.14428279,-0.85095525,-0.5050323]","[0.7966063,0.19819504,-0.57108414]","[-0.12729636,-0.80246556,-0.58296204]","[0.7655833,0.23431586,-0.59914804]","[-0.12282941,-0.84054613,-0.52763164]","[0.6756721,0.2133628,-0.7056511]","[0.636474,0.210203,-0.7421021]","[0.043849483,-0.74370897,-0.66706383]","[0.7691153,0.43589827,-0.46739092]","[-0.013135758,-0.6208858,-0.783791]","[0.7846305,0.5478731,-0.2901553]","[-0.02874409,-0.6978763,-0.71564126]","[0.80207986,0.59418625,-0.06008815]","[0.8098624,0.5843148,0.05195342]","[0.45708093,-0.45667866,-0.76323104]","[0.47054142,-0.46640566,-0.7490371]","[0.576468,-0.5681156,-0.5873068]"}
6,uncategorized,{"[0.5204191,-0.18136731,-0.83442783]","[0.18259884,-0.61153036,-0.7698625]","[-0.011422179,-0.6830802,-0.73025405]","[-0.19506758,-0.69240826,-0.6946362]","[-0.3497137,-0.6462459,-0.6782821]","[0.47063792,-0.37793365,-0.7972867]","[-0.15170239,-0.83460575,-0.52954656]","[0.45307055,-0.46566495,-0.7601863]","[-0.27706012,-0.8884867,-0.36582664]","[0.5614824,-0.13140875,-0.8169879]","[-0.4071897,-0.8811376,-0.24040197]","[-0.50432754,-0.86138725,-0.060545027]","[0.19171801,-0.72830015,-0.65789294]","[-0.90508515,-0.12972665,0.40495908]","[0.129906,-0.741229,-0.65856206]","[-0.88043135,-0.17636959,0.4401527]","[0.13218775,-0.7665649,-0.6284144]","[-0.863563,-0.21091746,0.4580096]","[-0.86901766,-0.2031206,0.4511655]","[0.03340979,-0.81697303,-0.57570726]","[-0.8774867,0.20211373,0.43493348]","[-0.016741179,-0.8299458,-0.55759275]","[-0.8553666,0.26313406,0.44621575]","[-0.04476489,-0.81879246,-0.5723417]","[-0.91887206,0.3537893,0.17466326]","[-0.9178685,0.3968544,0.0048984117]","[-0.10601847,-0.8272817,-0.5516929]","[-0.75496495,0.5368241,0.37662682]","[-0.118527025,-0.66473216,-0.7376195]","[-0.64351535,0.74274045,0.18499897]","[-0.10075486,-0.6732997,-0.73247254]","[-0.60400724,0.75985277,0.24041422]","[-0.60241413,0.7429446,0.29177132]","[-0.39762032,-0.57924336,-0.7116004]","[-0.37845865,-0.4983196,-0.7800299]","[-0.40164813,-0.58531046,-0.7043369]"}
7,uncategorized,{"[0.9461507,-0.2906242,-0.14260562]","[0.5093309,-0.839747,-0.18816744]","[0.24367024,-0.9678771,0.061957948]","[-0.021990152,-0.9366548,0.34956288]","[-0.17509554,-0.7849419,0.59431285]","[0.79783267,-0.56204456,0.21810302]","[-0.03196285,-0.98697096,-0.15769188]","[0.586254,-0.5701798,0.57550085]","[-0.41643837,-0.90005124,-0.12840122]","[0.3082395,-0.35926017,0.88086355]","[-0.61259747,-0.7838972,-0.10114111]","[-0.7512367,-0.63956285,-0.16310357]","[0.08524724,-0.9700771,0.2273396]","[-0.75849414,-0.10278131,0.6435236]","[0.23912586,-0.33224615,0.91237676]","[-0.6190284,-0.21845253,0.75437546]","[0.087202184,0.07978366,0.9929906]","[-0.45545503,-0.24704514,0.85529494]","[-0.38581136,-0.24437658,0.88962334]","[0.057557378,-0.9144193,0.40065503]","[-0.67579967,0.074584186,0.7333021]","[0.30254814,-0.30858323,0.9017988]","[-0.7399453,0.2461292,0.62602025]","[0.14704464,0.046973024,0.98801386]","[-0.79093534,0.2638644,0.55208415]","[-0.83495754,0.22630638,0.5016287]","[-0.049662072,-0.89903945,0.43504223]","[-0.4798129,0.24913664,0.8412553]","[0.2610562,-0.31371063,0.9129268]","[-0.44139123,0.5637973,0.6980733]","[0.17848392,-0.01914067,0.98375666]","[-0.6004489,0.5953164,0.5339096]","[-0.73435843,0.48758757,0.47220337]","[-0.13325895,-0.7804712,0.61082464]","[0.15833181,-0.41308796,0.8968218]","[0.090194,-0.22629452,0.96987414]"}
8,uncategorized,{"[-0.70127344,-0.70373005,-0.11392818]","[-0.004563635,-0.96667707,0.25595826]","[0.19145639,-0.9803519,0.047482677]","[0.37921858,-0.88463783,-0.27131003]","[0.5068456,-0.6701754,-0.54219234]","[-0.5299602,-0.80042195,-0.28011936]","[0.3672573,-0.8471408,0.38402414]","[-0.10330881,-0.761034,-0.6404331]","[0.40149975,-0.9133152,-0.06821571]","[0.70305204,-0.5451898,-0.45660257]","[0.9794707,0.20017672,-0.023799831]","[0.38659316,0.8896476,0.24304906]","[-0.52894324,-0.20624205,-0.8232152]","[0.65285003,0.14426519,-0.7436225]","[-0.11561143,0.8366554,-0.53538936]","[0.38623196,0.13891408,-0.91188145]","[0.82679427,0.29723093,-0.47756153]","[0.5995003,0.5900938,-0.54072976]","[0.72173506,0.34133837,0.6021517]","[-0.5478821,-0.17049904,-0.8189965]","[0.5020369,0.21409002,-0.83792865]","[-0.1585035,0.9858476,0.054599535]","[0.49401554,0.237209,-0.8364691]","[0.70443445,0.039926495,0.70864516]","[0.91163504,0.2964931,-0.2846285]","[0.7883527,0.21072657,0.57800895]","[-0.5530031,-0.1575796,-0.818142]","[0.46453694,0.32168096,-0.8250617]","[-0.15376689,0.73691887,0.6582601]","[0.9268778,0.3441634,-0.14983019]","[0.4220737,-0.0048769037,0.9065484]","[0.92801225,-0.05119774,-0.36901498]","[0.7066289,0.14663152,-0.6922245]","[-0.72983164,-0.34037587,-0.59286594]","[-0.29622313,0.6356733,0.71286136]","[0.41577956,0.1618854,0.8949416]"}
9,uncategorized,{"[0.9137981,-0.38005045,0.14329925]","[0.27766088,-0.668455,-0.68998]","[0.049459923,-0.6360819,-0.7700348]","[-0.14055744,-0.5726431,-0.80766547]","[-0.2963648,-0.47479928,-0.82869387]","[0.5944887,-0.63610023,-0.49189404]","[-0.045050133,-0.58590734,-0.8091249]","[0.4722304,-0.68942493,-0.54926467]","[-0.26240057,-0.6408864,-0.72139484]","[0.7969499,-0.36035758,-0.4847816]","[-0.49547407,-0.5519451,-0.6707176]","[-0.7811496,-0.3880465,-0.48910648]","[-0.1648499,-0.8490801,-0.5018839]","[-0.8804918,-0.007014736,-0.47400945]","[-0.16428825,0.58855253,0.79159033]","[-0.83597744,-0.17119865,-0.5213759]","[0.08875222,0.68331265,0.7247116]","[-0.9550005,-0.12541297,0.26878542]","[-0.7000909,-0.0898514,0.7083781]","[-0.10893617,-0.87135196,-0.47841266]","[-0.9297965,0.22573039,-0.29073054]","[0.07342834,0.30875868,0.94830185]","[-0.8741217,0.45516965,0.16950455]","[0.07351431,0.4657656,0.8818492]","[-0.5437082,0.32887408,0.7721549]","[-0.4201325,0.20919101,0.88302195]","[-0.07326205,-0.9405761,-0.331586]","[-0.8575276,0.47964114,-0.18598597]","[0.08853406,0.18908294,0.97796184]","[-0.59167224,0.6928429,0.41218036]","[0.06340339,0.31166518,0.9480743]","[-0.6723201,0.6322738,0.38498765]","[-0.6997917,0.57654095,0.4217725]","[0.013724811,-0.9998876,0.006034608]","[0.11735947,0.105197154,0.98750204]","[0.0807503,0.26262748,0.96151245]"}
10,uncategorized,{"[-0.9699014,-0.18742947,-0.15543962]","[-0.4155009,-0.56503356,-0.7128086]","[-0.12328222,-0.67412376,-0.72825724]","[0.1554059,-0.7273191,-0.6684728]","[0.42143658,-0.7079946,-0.5666877]","[-0.7091421,-0.6828858,-0.175455]","[0.084571175,-0.59395033,-0.8000442]","[0.2924988,-0.9526649,0.082909875]","[0.3776235,-0.64493424,-0.6644248]","[0.76211953,-0.5109439,0.3976306]","[0.34073824,-0.5337583,-0.7739506]","[0.03156423,-0.17513894,-0.98403764]","[0.15265693,-0.9755037,-0.15839338]","[0.97390026,-0.13247456,0.18430619]","[-0.3853742,0.3138086,0.867762]","[0.93282676,-0.31906265,-0.16743143]","[-0.06103168,0.55516577,0.8294975]","[0.9299616,-0.36764762,0.0025782418]","[0.8513946,-0.39061227,0.3500705]","[0.0012357108,-0.93184406,-0.3628569]","[0.8953885,0.0745498,0.43900084]","[-0.4376104,0.2607415,0.8605295]","[0.6800708,0.2398026,0.6928192]","[-0.11023717,0.4193186,0.9011214]","[0.6210065,0.1820807,0.76236314]","[0.62468517,0.12827048,0.7702695]","[-0.023876937,-0.9910953,-0.13099624]","[0.77097577,0.3171032,0.552306]","[-0.34273168,0.19501054,0.91897]","[0.46217155,0.49965072,0.73262995]","[-0.12011725,0.36061305,0.9249487]","[0.5636065,0.43693772,0.7010229]","[0.66852003,0.36528105,0.6478045]","[-0.0663258,-0.93148994,0.35766944]","[-0.3384413,0.094404295,0.93623996]","[-0.06995726,0.2937094,0.9533314]"}
